,제목,부제,저자,출판사,출간일,가격,지수,쪽,무게,판형,분류,리뷰수,URL
0,나는 돈이 없어도 경매를 한다,"서른아홉 살, 경매를 만나고 3년 만에 21채 집주인이 되었다 ",이현정 저,길벗,2013-08-05,16000,10152,360,650,170*225*30,"부동산/경매, 재테크일반",99,http://www.yes24.com/Product/Goods/9336176?Acode=101
1,경매 승부사들,해결법을 알면 마법같은 수익률이 나타난다! ,정충진 저,길벗,2018-06-15,15000,6753,252,480,152*225*16,"부동산/경매, 동아일보",42,http://www.yes24.com/Product/Goods/61288827?Acode=101
