,제목,부제,저자,출판사,출간일,가격,지수,형태,분류,리뷰수
0,주식투자 무작정 따라하기,,윤재수,길벗,2017-01-02,16500,89169,"['400쪽', '867g', '188*243*18mm']","['주식/증권', '재테크일반']",29
